CustomerID,City,Zip_Code,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,Churn_Label,Churn_Value,Churn_Score,CLTV,Churn_Reason
7571-YXDAD,Davis,95618,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),74.9,147.15,Yes,1,93,2078,Long distance charges
3393-FMZPV,Elverta,95626,Female,No,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,2387.75,Yes,1,74,2195,Extra data charges
6402-ZFPPI,Fair Oaks,95628,Female,Yes,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.8,2660.2,Yes,1,94,4969,Price too high
7486-KSRVI,Folsom,95630,Male,No,No,No,43,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.0,4211.55,Yes,1,93,4760,Product dissatisfaction
8443-WVPSS,Galt,95632,Male,No,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.85,990.9,Yes,1,69,4243,Service dissatisfaction
3006-XIMLN,Garden Valley,95633,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.2,193.8,Yes,1,79,5299,Lack of self-service on Website
9965-YOKZB,Grizzly Flats,95636,Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.85,790.15,Yes,1,71,3723,Network reliability
0504-HHAPI,Guinda,95637,Female,Yes,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),88.3,2467.75,Yes,1,96,2420,Don't know
6305-YLBMM,Hood,95639,Male,No,No,No,69,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.05,7262.0,Yes,1,100,4254,Attitude of service provider
3647-GMGDH,Jackson,95642,Male,No,Yes,No,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.7,1914.9,Yes,1,72,5615,Attitude of support person
3791-LGQCY,Loomis,95650,Female,Yes,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.65,5688.05,Yes,1,85,4803,Attitude of support person
8166-ZZTFS,Roseville,95661,Female,Yes,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.55,5265.1,Yes,1,94,4400,Attitude of support person
2956-GGUCQ,Pioneer,95666,Male,Yes,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.85,1772.25,Yes,1,65,3079,Attitude of service provider
6595-COKXZ,Plymouth,95669,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,44.45,44.45,Yes,1,65,4879,Attitude of service provider
0362-ZBZWJ,Thornton,95686,Male,No,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,3067.2,Yes,1,69,2455,Attitude of service provider
4211-MMAZN,Vacaville,95688,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,20.25,Yes,1,89,2959,Attitude of support person
4274-OWWYO,Walnut Grove,95690,Male,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,74.35,Yes,1,66,5633,Deceased
1541-ETJZO,Wheatland,95692,Male,No,No,No,1,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,62.05,62.05,Yes,1,86,2937,Moved
4106-HADHQ,Emigrant Gap,95715,Male,No,Yes,No,39,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),80.0,3182.95,Yes,1,76,2704,Moved
2369-UAPKZ,Meadow Vista,95722,Male,No,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,104.1,541.9,Yes,1,76,3131,Moved
2778-OCLGR,Soda Springs,95728,Male,Yes,Yes,No,24,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),39.1,971.3,Yes,1,89,4591,Competitor had better devices
0637-KVDLV,Elk Grove,95758,Male,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,162.45,Yes,1,80,5944,Don't know
6633-MPWBS,Woodland,95776,Male,No,No,No,5,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.2,216.9,Yes,1,73,4336,Competitor offered more data
8785-EPNCG,Sacramento,95815,Male,No,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.15,245.2,Yes,1,65,5671,Competitor made better offer
5729-KLZAR,Sacramento,95817,Female,No,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.85,302.75,Yes,1,73,2961,Competitor had better devices
1582-RAFML,Sacramento,95821,Male,No,No,No,1,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,60.1,60.1,Yes,1,88,5654,Competitor had better devices
8740-CRYFY,Sacramento,95823,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.95,78.95,Yes,1,75,2038,Competitor offered higher download speeds
2962-XPMCQ,Sacramento,95828,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.15,98.5,Yes,1,81,2699,Competitor offered higher download speeds
1678-FYZOW,Sacramento,95835,Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.4,244.65,Yes,1,97,2448,Competitor offered higher download speeds
8627-EHGIP,Sacramento,95838,Male,No,No,No,44,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,53.95,2375.4,Yes,1,100,3051,Competitor offered more data
5480-TBGPH,Sacramento,95842,Female,No,Yes,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,2431.35,Yes,1,69,4811,Competitor offered more data
8854-CCVSQ,Browns Valley,95918,Male,No,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.65,1451.9,Yes,1,95,3788,Competitor offered more data
0511-JTEOY,Canyon Dam,95923,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,71.1,71.1,Yes,1,98,5824,Competitor made better offer
7067-KSAZT,Chico,95928,Female,Yes,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.25,6979.8,Yes,1,69,5965,Competitor made better offer
6532-YLWSI,Crescent Mills,95934,Female,No,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.8,1021.8,Yes,1,78,4166,Price too high
9300-AGZNL,Elk Creek,95939,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,94.0,Yes,1,67,4176,Product dissatisfaction
1112-CUNAO,Grimes,95950,Female,Yes,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.85,1424.95,Yes,1,99,2668,Service dissatisfaction
5175-AOBHI,Hamilton City,95951,Female,No,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,46.0,193.6,Yes,1,97,5246,Lack of self-service on Website
5174-RNGBH,Live Oak,95953,Female,No,No,No,9,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,66.25,620.55,Yes,1,67,5515,Network reliability
7270-BDIOA,Maxwell,95955,Female,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.0,1993.8,Yes,1,95,4739,Limited range of services
9565-JSNFM,Meadow Valley,95956,Male,No,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),70.45,2597.6,Yes,1,82,5437,Lack of affordable download/upload speed
0607-DAAHE,Olivehurst,95961,Male,No,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1052.35,Yes,1,66,6265,Long distance charges
9732-KPKBW,Oroville,95966,Male,No,No,No,1,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,53.95,53.95,Yes,1,90,2771,Extra data charges
3389-YGYAI,Princeton,95970,Female,Yes,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,829.55,Yes,1,72,5546,Price too high
9560-ARGQJ,Quincy,95971,Female,No,No,No,16,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.0,1312.15,Yes,1,83,2335,Product dissatisfaction
5134-IKDAY,Twain,95984,Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,69.8,Yes,1,96,2123,Service dissatisfaction
3070-DVEYC,Williams,95987,Male,Yes,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,73.75,545.15,Yes,1,84,5638,Lack of self-service on Website
5707-ORNDZ,Yuba City,95993,Male,Yes,No,No,9,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.55,494.05,Yes,1,79,4656,Network reliability
8696-JKZNU,Anderson,96007,Female,Yes,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,2841.55,Yes,1,100,5859,Don't know
5380-AFSSK,Bella Vista,96008,Female,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.9,486.85,Yes,1,92,5435,Don't know
2055-PDADH,Big Bend,96011,Female,Yes,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.4,204.7,Yes,1,67,2491,Don't know
8714-EUHJO,Castella,96017,Female,No,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,91.15,2995.45,Yes,1,83,5219,Poor expertise of online support
3721-CNEYS,Douglas City,96024,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.95,137.95,Yes,1,94,5390,Poor expertise of phone support
2568-OIADY,Fort Jones,96032,Female,No,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,3762.0,Yes,1,92,4233,Competitor had better devices
1193-RTSLK,Happy Camp,96039,Female,No,No,No,38,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.9,3233.6,Yes,1,82,2157,Competitor offered higher download speeds
2302-ANTDP,Hat Creek,96040,Female,Yes,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,117.45,5438.9,Yes,1,67,5915,Competitor offered more data
5923-GXUOC,Hayfork,96041,Male,No,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,1081.45,Yes,1,84,5035,Competitor made better offer
5233-GEEAX,Lewiston,96052,Male,Yes,No,No,8,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.4,221.9,Yes,1,85,5971,Competitor had better devices
4432-ADRLB,Montague,96064,Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.65,74.9,Yes,1,99,4655,Competitor had better devices
8993-PHFWD,Old Station,96071,Female,No,No,No,3,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,58.9,Yes,1,76,2088,Competitor offered higher download speeds
1565-RHDJD,Palo Cedro,96073,Female,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),84.05,333.55,Yes,1,95,5552,Competitor offered higher download speeds
7137-RYLPP,Paskenta,96074,Male,Yes,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,3171.15,Yes,1,86,4712,Competitor offered higher download speeds
3765-JXVKY,Paynes Creek,96075,Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,Yes,1,75,4692,Competitor offered more data
7330-WZLNC,Red Bluff,96080,Female,No,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.8,455.5,Yes,1,73,5090,Competitor offered more data
3957-LXOLK,Shingletown,96088,Female,Yes,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15,3152.5,Yes,1,83,5030,Competitor offered more data
6635-MYYYZ,Trinity Center,96091,Female,No,No,No,30,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),85.35,2530.4,Yes,1,73,2313,Competitor made better offer
5281-BUZGT,Weaverville,96093,Male,Yes,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.85,3186.7,Yes,1,92,5692,Competitor made better offer
5378-IKEEG,Eagleville,96110,Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.75,35.75,Yes,1,70,3351,Price too high
2718-GAXQD,Lake City,96115,Female,Yes,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.0,181.6,Yes,1,92,4797,Product dissatisfaction
6413-XKKPU,Sierra City,96125,Male,No,Yes,No,17,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4,1539.45,Yes,1,96,2544,Service dissatisfaction
1449-XQEMT,Susanville,96130,Male,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.8,58.15,Yes,1,79,4323,Lack of self-service on Website
2626-URJFX,Termo,96132,Male,No,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.9,225.6,Yes,1,69,5691,Network reliability
2612-RRIDN,Westwood,96137,Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.0,340.85,Yes,1,88,3591,Limited range of services
4735-ASGMA,Carnelian Bay,96140,Male,No,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.35,2515.3,Yes,1,99,4997,Lack of affordable download/upload speed
3669-LVWZB,Tahoma,96142,Male,No,No,No,5,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,51.0,305.95,Yes,1,86,4630,Long distance charges
6892-EZDTG,Kings Beach,96143,Female,No,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,365.4,Yes,1,90,2140,Extra data charges
9725-SCPZG,South Lake Tahoe,96150,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.85,90.85,Yes,1,80,5086,Price too high
5884-GCYMI,Truckee,96161,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.4,69.4,Yes,1,84,2847,Product dissatisfaction
3217-FZDMN,Los Angeles,90001,Female,Yes,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.45,742.95,Yes,1,83,3676,Service dissatisfaction
7853-GVUDZ,Los Angeles,90004,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.15,20.15,Yes,1,70,4277,Lack of self-service on Website
7480-QNVZJ,Los Angeles,90005,Male,Yes,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.7,4816.7,Yes,1,73,4287,Network reliability
3943-KDREE,Los Angeles,90010,Female,No,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.95,1834.95,Yes,1,76,2934,Don't know
9239-ZBZZV,Los Angeles,90011,Female,No,No,No,6,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.95,305.1,Yes,1,80,2240,Competitor had better devices
4398-HSCJH,Los Angeles,90013,Female,No,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,63.6,155.65,Yes,1,70,3155,Competitor offered higher download speeds
4430-UZIPO,Los Angeles,90020,Male,No,No,No,3,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,36.85,108.7,Yes,1,91,5825,Competitor offered more data
4855-SNKMY,Los Angeles,90024,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.1,44.1,Yes,1,70,5955,Competitor made better offer
8008-HAWED,Los Angeles,90027,Male,No,No,No,14,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.75,712.75,Yes,1,82,4883,Competitor had better devices
7124-UGSUR,Los Angeles,90028,Female,Yes,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.4,6405.0,Yes,1,84,4412,Competitor had better devices
1862-SKORY,Los Angeles,90029,Female,Yes,Yes,No,40,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.3,1637.4,Yes,1,99,2296,Competitor offered higher download speeds
1502-XFCVR,Los Angeles,90038,Female,No,No,No,58,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.45,6145.85,Yes,1,82,5902,Competitor offered higher download speeds
9692-TUSXH,Los Angeles,90041,Female,No,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1740.7,Yes,1,97,5581,Competitor offered higher download speeds
7912-SYRQT,Los Angeles,90042,Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.1,552.95,Yes,1,96,5514,Competitor offered more data
4816-JBHOV,Los Angeles,90044,Male,Yes,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.7,93.7,Yes,1,98,4618,Competitor offered more data
8292-TYSPY,Los Angeles,90048,Male,No,No,No,19,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.0,1046.5,Yes,1,73,4539,Competitor offered more data
1867-BDVFH,Los Angeles,90056,Male,No,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,834.2,Yes,1,80,5075,Competitor made better offer
2359-QWQUL,Los Angeles,90058,Female,No,Yes,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.7,4134.85,Yes,1,68,2371,Competitor made better offer
9103-TCIHJ,Los Angeles,90059,Female,No,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.7,899.8,Yes,1,73,4519,Price too high
4140-WJAWW,Los Angeles,90071,Female,No,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.85,108.05,Yes,1,99,3799,Product dissatisfaction
6653-CBBOM,Compton,90221,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,70.3,Yes,1,88,5963,Service dissatisfaction
3247-ZVOUO,Downey,90240,Male,Yes,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.55,851.75,Yes,1,81,3336,Lack of self-service on Website
6101-IMRMM,El Segundo,90245,Male,No,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,94.5,575.45,Yes,1,100,3469,Network reliability
1268-ASBGA,Huntington Park,90255,Female,Yes,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.35,1375.15,Yes,1,66,5769,Limited range of services
8943-URTMR,Lawndale,90260,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.65,152.7,Yes,1,100,5082,Lack of affordable download/upload speed
4713-LZDRV,Malibu,90263,Female,Yes,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,195.05,Yes,1,94,4322,Long distance charges
4325-NFSKC,Pacific Palisades,90272,Male,Yes,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,1660.0,Yes,1,87,2373,Extra data charges
2955-PSXOE,Topanga,90290,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.2,20.2,Yes,1,98,3061,Price too high
7762-URZQH,Venice,90291,Male,No,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),106.05,6981.35,Yes,1,83,5602,Product dissatisfaction
6907-NZZIJ,Santa Monica,90402,Female,No,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.15,3615.6,Yes,1,75,4188,Service dissatisfaction
2911-UREFD,Santa Monica,90405,Female,No,Yes,No,39,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,55.9,2184.35,Yes,1,67,5632,Lack of self-service on Website
3744-ZRRDZ,Torrance,90501,Male,No,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.35,1852.85,Yes,1,90,2902,Network reliability
5673-TIYIB,Torrance,90502,Male,No,No,No,2,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),40.4,77.15,Yes,1,86,3620,Don't know
1602-IJQQE,Whittier,90602,Female,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,338.1,Yes,1,92,2220,Attitude of service provider
4628-WQCQQ,Whittier,90603,Male,No,No,No,35,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,85.15,3030.6,Yes,1,81,5928,Attitude of support person
1644-IRKSF,La Palma,90623,Female,No,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,3124.5,Yes,1,76,5080,Attitude of support person
3705-PSNGL,Cerritos,90703,Male,No,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,930.45,Yes,1,87,5398,Attitude of support person
6502-HCJTI,Lakewood,90712,Male,Yes,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.7,673.1,Yes,1,75,3591,Attitude of service provider
2606-RMDHZ,Lakewood,90713,Male,No,No,No,6,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),30.5,208.7,Yes,1,93,4667,Attitude of service provider
8258-GSTJK,San Pedro,90732,Male,Yes,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.0,237.75,Yes,1,96,3128,Attitude of service provider
6861-OKBCE,Seal Beach,90740,Female,No,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.1,221.35,Yes,1,95,4500,Attitude of support person
9940-RHLFB,Sunset Beach,90742,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.3,75.3,Yes,1,66,2176,Competitor made better offer
2995-UPRYS,Long Beach,90802,Female,Yes,Yes,No,40,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.2,4062.2,Yes,1,69,5098,Moved
6686-YPGHK,Long Beach,90808,Male,Yes,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,85.5,4042.3,Yes,1,68,3645,Moved
1383-EZRWL,Long Beach,90810,Female,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,164.85,Yes,1,89,5595,Moved
4759-TRPLW,Long Beach,90822,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,70.4,Yes,1,70,4238,Competitor had better devices
8563-IIOXK,Duarte,91010,Male,No,Yes,No,7,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,49.75,331.3,Yes,1,75,5651,Competitor offered higher download speeds
8020-BWHYL,Montrose,91020,Female,Yes,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1147.45,Yes,1,99,4526,Competitor offered more data
2982-VPSGI,South Pasadena,91030,Female,No,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.0,1078.9,Yes,1,67,2120,Competitor made better offer
8199-ZLLSA,Tujunga,91042,Male,No,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),118.35,7804.15,Yes,1,91,6255,Competitor had better devices
4625-EWPTF,Pasadena,91104,Male,No,No,No,8,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,30.45,226.45,Yes,1,94,4549,Competitor had better devices
5980-NOPLP,Pasadena,91105,Female,No,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.1,4364.1,Yes,1,87,5606,Competitor offered higher download speeds
6892-XPFPU,Pasadena,91107,Male,Yes,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,2433.9,Yes,1,80,2104,Competitor offered higher download speeds
